Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,LoyaltyRatio
0.4364765254673874,1,Travel_Rarely,0.7404824990710236,Sales,-1.0104479931497248,-0.895253092843261,Life Sciences,-0.6578040993252731,Female,1.3829337196340954,0.3804643763749433,-0.06501978022716859,Sales Executive,1.1561778941306913,Single,-0.11638361227116181,0.7275129801669991,2.115746913122624,1.5914420037600236,-1.1510084598791355,-0.42812706271961853,-1.5797186267016594,-0.9380510278589052,-0.43441195650011083,-2.179096295617022,-2.496965367444057,-0.17344930312085682,-0.0722013777086614,-0.6828894532390932,0.23742904569928408,0.20629946800902263
1.3221778476605985,0,Travel_Frequently,-1.301136910346104,Research & Development,-0.1479569480984803,-1.8714670408689098,Life Sciences,0.25623035868955896,Male,-0.2400001970359705,-1.0212970507236474,-0.06501978022716859,Research Scientist,-0.6557056155757305,Married,-0.29984324697089504,1.489810400690058,-0.6817832815590641,-0.6283609441232215,2.122522423090959,2.335755169616323,1.1949316257354043,0.23773630001578774,-0.1761894897925689,0.15805256150517963,0.339214057313342,0.48045905153891066,0.7572616937632844,-0.37308357255630803,0.798869852304236,0.9782212170782223
-0.00637413562921808,1,Travel_Rarely,1.4127532888061896,Research & Development,-0.8872349867138326,-0.895253092843261,Other,1.170264816704391,Male,1.284574088320758,-1.0212970507236474,-0.9684851073837298,Laboratory Technician,0.25023613927748045,Single,-0.9460973483465487,-1.6715892370023848,1.3164525717849986,1.5914420037600236,-0.059831498889103926,-0.42812706271961853,-0.6548352092226382,-0.9380510278589052,-0.5635231898538818,0.15805256150517963,0.339214057313342,-1.154311835110508,-1.1781521396712558,-0.6828894532390932,-1.1661729708130957,-2.1094657791985765
-0.4492247967258236,0,Travel_Frequently,1.459886665208286,Research & Development,-0.7640219802779405,1.0571748032080366,Life Sciences,1.170264816704391,Female,-0.4858992753193138,0.3804643763749433,-0.9684851073837298,Research Scientist,0.25023613927748045,Married,-0.7719913914298842,1.2443247906911068,-0.6817832815590641,1.5914420037600236,-1.1510084598791355,-0.42812706271961853,0.27004820825638304,-0.9380510278589052,-0.43441195650011083,0.15805256150517963,0.339214057313342,0.15350487420902692,0.7572616937632844,0.2465281888092622,-1.1661729708130957,0.9782212170782223
-1.113500788370732,0,Travel_Rarely,-0.5271572557432561,Research & Development,-0.8872349867138326,-1.8714670408689098,Medical,-1.571838557340105,Male,-1.2727763258260123,0.3804643763749433,-0.9684851073837298,Laboratory Technician,-0.6557056155757305,Married,-0.6531571668677162,0.3276860169707668,2.5153940837914366,-0.6283609441232215,-0.8782142196316276,-0.42812706271961853,1.1949316257354043,0.23773630001578774,-0.6926344232076528,0.15805256150517963,0.339214057313342,-0.8273576577806243,-0.6251767586899586,-0.06327769187352292,-0.6047321642081438,-1.0802367804396436
-0.559937461999975,0,Travel_Frequently,0.4998542090182151,Research & Development,-0.8872349867138326,-0.895253092843261,Life Sciences,1.170264816704391,Male,0.6452364847840654,0.3804643763749433,-0.9684851073837298,Laboratory Technician,1.1561778941306913,Single,-0.7381906012592496,-0.3419223288387293,-1.0814304522278766,-0.6283609441232215,-0.6054199793841197,-0.42812706271961853,0.27004820825638304,-0.9380510278589052,-0.43441195650011083,-0.6209970575355542,-1.0788756550653575,-0.009972214455914952,0.7572616937632844,0.2465281888092622,0.5181494490017601,0.5922603425436225
2.4293045004021123,0,Travel_Rarely,1.2911987917692038,Research & Development,-0.7640219802779405,0.08096085518238771,Medical,0.25623035868955896,Female,0.7435961160974027,1.7822258034735339,-0.9684851073837298,Laboratory Technician,-1.5616473704289413,Married,-0.8227988684788253,-0.608754513620198,0.5171582304473736,1.5914420037600236,1.3041397023484356,2.335755169616323,-1.5797186267016594,2.5893109557651734,0.08203297691497301,0.15805256150517963,-1.0788756550653575,-0.9908347464455661,-1.1781521396712558,-0.6828894532390932,-1.1661729708130957,-1.8521585295088432
-0.7813627925482777,0,Travel_Rarely,1.375542728488745,Research & Development,1.8234511548757926,-1.8714670408689098,Life Sciences,1.170264816704391,Male,0.05507869690404147,0.3804643763749433,-0.9684851073837298,Laboratory Technician,0.25023613927748045,Divorced,-0.8179094460013122,-0.13533804262107646,-0.6817832815590641,-0.6283609441232215,1.8497281828434513,2.335755169616323,-0.6548352092226382,0.23773630001578774,-1.3381905899765076,-0.6209970575355542,0.339214057313342,-0.9908347464455661,-1.1781521396712558,-0.6828894532390932,-1.1661729708130957,0.9782212170782223
0.1043385296449333,0,Travel_Frequently,-1.4574212636793713,Research & Development,1.7002381484399005,0.08096085518238771,Life Sciences,1.170264816704391,Male,-1.0760570631993378,-1.0212970507236474,0.8384455469293927,Manufacturing Director,0.25023613927748045,Single,0.6346741969920567,-0.7740500301927183,-1.0814304522278766,-0.6283609441232215,1.5769339425959434,2.335755169616323,-0.6548352092226382,-0.9380510278589052,-0.1761894897925689,-0.6209970575355542,0.339214057313342,0.3169819628739688,0.7572616937632844,-0.37308357255630803,1.0795902556067118,0.6694525174505426
-0.11708680090336945,0,Travel_Rarely,1.2291811912401294,Research & Development,2.1930901741834687,0.08096085518238771,Medical,0.25623035868955896,Male,1.3829337196340954,0.3804643763749433,-0.06501978022716859,Healthcare Representative,0.25023613927748045,Married,-0.2770968032711599,0.31996192741130325,1.3164525717849986,-0.6283609441232215,-0.6054199793841197,-0.42812706271961853,-0.6548352092226382,1.4135236278904804,0.7275891436838278,0.15805256150517963,-1.0788756550653575,-0.009972214455914952,0.7572616937632844,1.4857517115404029,0.798869852304236,-0.8380652513198946
