OverTime,JobLevel,TotalWorkingYears,MaritalStatus,Age,JobInvolvement,StockOptionLevel,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,Attrition
1.5914420037600236,0.8384455469293927,1.2440340770989116,1,0.9900398518381444,-1.0212970507236474,0.23773630001578774,0.48045905153891066,-1.5616473704289413,0.25623035868955896,0
-0.6283609441232215,-0.9684851073837298,-0.8217456565614237,1,-1.0027881230965805,0.3804643763749433,0.23773630001578774,-0.3369263917857987,1.1561778941306913,0.25623035868955896,0
-0.6283609441232215,-0.9684851073837298,-0.6926344232076528,2,-0.8920754578224291,0.3804643763749433,-0.9380510278589052,-0.6638805691156824,1.1561778941306913,1.170264816704391,0
-0.6283609441232215,-0.06501978022716859,-0.1761894897925689,2,-0.3385121314516722,0.3804643763749433,-0.9380510278589052,0.48045905153891066,-1.5616473704289413,0.25623035868955896,0
-0.6283609441232215,2.6453762012425153,1.2440340770989116,1,0.32576386019323605,0.3804643763749433,-0.9380510278589052,2.1152299381883295,0.25023613927748045,0.25623035868955896,0
-0.6283609441232215,0.8384455469293927,-0.047078256438797955,1,-0.8920754578224291,-1.0212970507236474,0.23773630001578774,0.6439361402038525,-1.5616473704289413,1.170264816704391,1
-0.6283609441232215,-0.06501978022716859,-0.5635231898538818,1,-0.559937461999975,0.3804643763749433,0.23773630001578774,-0.5004034804507406,1.1561778941306913,1.170264816704391,0
-0.6283609441232215,-0.9684851073837298,-0.1761894897925689,1,0.4364765254673874,1.7822258034735339,-0.9380510278589052,0.48045905153891066,0.25023613927748045,-0.6578040993252731,0
-0.6283609441232215,0.8384455469293927,1.5022565438064535,2,0.8793271865639929,-1.0212970507236474,-0.9380510278589052,1.9517528495233876,1.1561778941306913,1.170264816704391,0
-0.6283609441232215,1.741910874085954,1.2440340770989116,1,0.4364765254673874,-1.0212970507236474,0.23773630001578774,2.1152299381883295,-0.6557056155757305,-1.571838557340105,0
-0.6283609441232215,0.8384455469293927,1.7604790105139954,2,2.4293045004021123,0.3804643763749433,-0.9380510278589052,0.3169819628739688,1.1561778941306913,1.170264816704391,0
-0.6283609441232215,-0.06501978022716859,0.5984779103300568,1,0.1043385296449333,0.3804643763749433,1.4135236278904804,1.29784449486362,-0.6557056155757305,1.170264816704391,0
-0.6283609441232215,-0.9684851073837298,0.21114421026874397,1,-0.6706501272741263,-1.0212970507236474,-0.9380510278589052,-0.009972214455914952,0.25023613927748045,-0.6578040993252731,0
-0.6283609441232215,-0.9684851073837298,-1.3381905899765076,2,-1.77777678001564,0.3804643763749433,-0.9380510278589052,-0.9908347464455661,-0.6557056155757305,-0.6578040993252731,1
-0.6283609441232215,-0.06501978022716859,-0.1761894897925689,1,0.1043385296449333,-1.0212970507236474,0.23773630001578774,0.15350487420902692,0.25023613927748045,-1.571838557340105,0
-0.6283609441232215,-0.06501978022716859,-0.5635231898538818,2,-1.2242134536448832,-2.423058477822238,-0.9380510278589052,-0.8273576577806243,-1.5616473704289413,-0.6578040993252731,1
1.5914420037600236,-0.9684851073837298,-0.43441195650011083,1,-0.00637413562921808,0.3804643763749433,-0.9380510278589052,-0.17344930312085682,0.25023613927748045,0.25623035868955896,0
-0.6283609441232215,-0.9684851073837298,-1.0799681232689655,1,-1.113500788370732,-2.423058477822238,2.5893109557651734,-0.6638805691156824,0.25023613927748045,-1.571838557340105,0
-0.6283609441232215,-0.9684851073837298,-0.6926344232076528,2,-0.22779946617752084,0.3804643763749433,-0.9380510278589052,-0.3369263917857987,0.25023613927748045,0.25623035868955896,0
-0.6283609441232215,-0.06501978022716859,0.46936667697628587,2,-0.3385121314516722,-2.423058477822238,-0.9380510278589052,0.9708903175337362,-1.5616473704289413,1.170264816704391,0
